Date,Close,High,Low,Open,Volume
2020-05-15,671.17,674.53,650.8,664.09,62152260
2020-05-18,662.6,681.57,656.73,676.05,62796089
2020-05-19,647.95,672.23,645.35,670.07,42315854
2020-05-20,659.35,665.4,640.64,648.45,55320985
2020-05-21,662.83,672.12,655.35,659.95,39167981
2020-05-22,658.36,670.53,656.04,667.68,37828973
2020-05-26,654.92,666.71,651.35,666.0,33216635
2020-05-27,664.8,668.69,649.37,658.11,35667956
2020-05-28,677.08,680.53,666.39,669.15,40126278
2020-05-29,673.47,676.97,668.07,675.13,40022527
2020-06-01,699.2,707.48,678.78,680.65,39943702
2020-06-02,706.26,708.24,699.41,701.8,22153960
2020-06-03,709.0,717.44,705.18,710.54,25381289
2020-06-04,726.54,731.01,708.7,710.08,34202350
2020-06-05,727.42,744.11,723.74,733.53,33076685
2020-06-08,721.81,744.3,719.74,744.3,31414953
2020-06-09,706.93,728.02,705.02,717.58,25857161
2020-06-10,723.03,726.43,708.26,709.67,22132647
2020-06-11,707.18,721.09,704.1,720.2,20385805
2020-06-12,730.68,732.62,688.47,689.84,38548899
2020-06-15,742.53,748.23,717.94,719.74,53107403
2020-06-16,743.97,758.16,729.07,755.61,51187003
2020-06-17,742.89,752.14,736.8,739.63,41782053
2020-06-18,761.54,765.73,738.41,739.05,40471557
2020-06-19,809.14,822.66,764.35,768.03,105804173
2020-06-22,803.05,829.75,797.92,815.58,60198705
2020-06-23,791.44,811.14,789.23,804.82,37962078
2020-06-24,794.63,815.26,787.2,798.33,51586221
2020-06-25,790.06,804.36,787.83,794.24,39679374
2020-06-26,800.98,805.74,789.64,795.07,30921913
2020-06-29,792.47,800.1,788.98,794.72,25621946
2020-06-30,783.71,800.68,779.78,798.84,30276420
2020-07-01,799.12,804.36,785.53,791.02,28464103
2020-07-02,809.58,812.91,797.94,801.6,28789533
2020-07-03,822.25,824.59,813.1,818.52,29434266
2020-07-06,851.64,854.49,824.18,830.11,47016185
2020-07-07,838.6,857.41,830.71,855.41,35189589
2020-07-08,826.89,843.89,823.21,838.87,26204095
2020-07-09,838.97,843.91,821.49,831.95,36418942
2020-07-10,863.71,866.72,838.97,840.92,43759967
2020-07-13,889.9,895.74,873.8,875.34,69608392
2020-07-14,881.62,892.98,867.96,889.44,67331128
2020-07-15,848.05,910.04,826.89,891.26,139669773
2020-07-16,847.77,859.55,833.54,849.43,60961724
2020-07-17,879.18,883.0,845.29,848.51,49726765
2020-07-20,882.96,888.52,873.64,881.99,36592938
2020-07-21,906.71,909.22,890.59,891.74,42173371
2020-07-22,921.63,924.39,901.72,911.97,59771457
2020-07-23,946.38,956.45,915.81,921.61,58333751
2020-07-24,987.01,994.76,946.38,946.47,120597372
2020-07-27,991.63,1011.22,978.61,1002.02,80304827
2020-07-28,1001.52,1009.01,989.08,991.63,55114422
2020-07-29,964.24,1003.86,952.19,1001.61,72663399
2020-07-30,969.85,984.04,952.91,965.32,72857444
2020-07-31,950.65,979.12,944.08,972.45,74958061
2020-08-03,923.93,946.01,921.22,943.39,46715383
2020-08-04,989.05,996.6,919.91,929.27,92041055
2020-08-05,977.95,1009.93,974.2,997.52,74549993
2020-08-06,981.47,996.92,969.37,992.0,49322975
2020-08-07,987.14,992.36,975.07,979.49,32984416
2020-08-10,974.91,995.68,969.51,992.96,26958997
2020-08-11,981.33,993.38,965.94,981.79,46828306
2020-08-12,978.48,986.48,968.91,975.44,30264617
2020-08-13,975.92,983.67,970.38,978.66,24830322
2020-08-14,972.13,992.0,960.84,976.15,33224635
2020-08-17,961.8,968.08,952.03,968.08,30979066
2020-08-18,974.31,981.56,957.67,958.88,30547672
2020-08-19,980.29,990.62,975.6,984.64,34087543
2020-08-20,964.43,976.77,960.26,974.98,22537845
2020-08-21,957.44,975.9,955.21,974.06,25280895
2020-08-24,963.83,967.85,952.22,961.83,32717218
2020-08-25,957.55,970.98,955.66,968.54,19388008
2020-08-26,982.94,987.83,941.41,958.88,59870421
2020-08-27,970.66,988.78,967.28,987.86,28085062
2020-08-28,973.21,980.91,968.66,974.98,27166900
2020-08-31,956.91,999.82,947.55,999.82,62076132
2020-09-01,959.92,976.08,948.49,965.78,38616258
2020-09-02,978.75,983.26,958.88,962.1,26949439
2020-09-03,971.35,983.6,967.16,978.66,18586429
2020-09-04,955.32,964.38,953.0,958.22,28475945
2020-09-07,957.8,968.43,940.14,958.42,21926473
2020-09-08,969.05,975.44,956.81,962.1,27397082
2020-09-09,994.0,996.96,957.25,958.88,55310877
2020-09-10,1064.2,1078.43,1000.44,1004.0,140304404
2020-09-11,1066.84,1075.17,1051.83,1063.28,59470807
2020-09-14,1058.93,1085.36,1049.48,1069.26,44063445
2020-09-15,1066.43,1069.6,1052.31,1063.26,27178393
2020-09-16,1069.05,1089.66,1062.61,1066.96,33952295
2020-09-17,1057.19,1073.26,1054.01,1066.96,25828669
2020-09-18,1060.38,1066.71,1046.98,1064.32,33074915
2020-09-21,1037.46,1074.32,1033.55,1057.76,33627381
2020-09-22,1016.9,1047.18,1012.49,1047.18,34792254
2020-09-23,1025.94,1047.07,1014.21,1039.37,42988708
2020-09-24,1003.13,1023.73,1000.76,1015.41,29826318
2020-09-25,1012.55,1017.66,996.73,1006.71,28374935
2020-09-28,1019.25,1029.25,1015.01,1024.19,19666849
2020-09-29,1032.49,1041.21,1019.25,1023.27,25842539
2020-09-30,1027.57,1042.59,1023.27,1039.37,24465159
